Well Name,Measured Depth from KB (ft),Raw pick time (ms)
D55-103D,7099.97,1333.1879331081639
D55-103D,7150.07,1340.0479331081638
D55-103D,7200.07,1347.6279331081637
D55-103D,7222.0,1350.6879331081639
D55-103D,7250.07,1354.7679331081638
D55-103D,7299.99,1361.7879331081638
D55-103D,7350.0,1369.3279331081637
D55-103D,7400.0,1376.5479331081638
D55-103D,7449.89,1383.6679331081637
D55-103D,7499.89,1391.0479331081638
D55-103D,7549.89,1397.6879331081639
D55-103D,7600.04,1405.3879331081637
D55-103D,7650.05,1411.8079331081638
D55-103D,7700.05,1419.3279331081637
D55-103D,7750.07,1426.1479331081637
D55-103D,7800.07,1432.7879331081638
D55-103D,7850.07,1439.2879331081638
D55-103D,7899.96,1445.9879331081638
D55-103D,7949.96,1452.6279331081637
D55-103D,7999.96,1459.0279331081638
D55-103D,8050.04,1465.0279331081638
D55-103D,8100.04,1471.4079331081637
D55-103D,8150.05,1477.2079331081638
D55-103D,8200.03,1483.1879331081639
D55-103D,8250.04,1489.3079331081638
D55-103D,8300.04,1495.6279331081637
D55-103D,8350.06,1500.7679331081638
D55-103D,8400.06,1507.2079331081638
D55-103D,8450.06,1513.3279331081637
D55-103D,8499.98,1519.3479331081637
D55-103D,8549.98,1524.8879331081637
D55-103D,8599.98,1531.4079331081637
D55-103D,8649.99,1537.0079331081638
D55-103D,8699.99,1543.6079331081637
D55-103D,8750.0,1550.3079331081638
D55-103D,8799.98,1556.1479331081637
D55-103D,8849.98,1562.9079331081637
D55-103D,8899.98,1570.4079331081637
D55-103D,8902.01,1570.3679331081637
D55-103D,8949.94,1577.2079331081638
D55-103D,8999.99,1586.1479331081637
D55-103D,9049.99,1596.2279331081638
D55-103D,9100.01,1603.4479331081639
D55-103D,9143.95,1611.9279331081636
D55-103D,9150.01,1612.8879331081637
D55-103D,9200.01,1622.1279331081637
D55-103D,9250.04,1628.8879331081637
D55-103D,9300.05,1638.4879331081638
D55-103D,9350.05,1643.4679331081638
D55-103D,9393.01,1651.1279331081637
D55-103D,9400.03,1651.8479331081637
D55-103D,9450.04,1657.7479331081638
D55-103D,9500.04,1665.3479331081637
D55-103D,9550.04,1672.0279331081638
D55-103D,9600.04,1678.5679331081637
D55-103D,9650.05,1684.9679331081638
D55-103D,9670.02,1687.4079331081637
D55-103D,9700.02,1690.8479331081637
D55-103D,9750.02,1696.4279331081636
D55-103D,9800.02,1704.9479331081639
D55-103D,9850.06,1711.7679331081638
D55-103D,9900.06,1718.2479331081638
D55-103D,9950.06,1723.6479331081637
D55-103D,9999.96,1729.2079331081638
D55-103D,10049.96,1734.1879331081639
D55-103D,10099.96,1739.7279331081638
